Date,Continent,Country,Category,Sub_Category,Sales,Profit,Quantity
2019-10-01,Asia,China,Clothing,Apparel,28979,8694,644
2019-10-01,Asia,China,Clothing,Accessories,10507,2101,350
2019-10-01,Asia,China,Furniture,Home,21523,3874,86
2019-10-01,Asia,China,Furniture,Office,12211,2686,41
2019-10-01,Asia,India,Electronics,Phones,12537,1254,84
2019-10-01,Asia,India,Electronics,Computers,7736,1160,39
2019-10-01,Asia,India,Clothing,Apparel,7878,2363,175
2019-10-01,Asia,India,Clothing,Accessories,3414,683,114
2019-10-01,Asia,India,Furniture,Home,5905,1063,24
2019-10-01,Asia,India,Furniture,Office,3916,862,13
2019-10-01,Africa,South Africa,Electronics,Phones,5976,598,40
2019-10-01,Africa,South Africa,Electronics,Computers,3840,576,19
2019-10-01,Africa,South Africa,Clothing,Apparel,3352,1006,74
2019-10-01,Africa,South Africa,Clothing,Accessories,1554,311,52
2019-10-01,Africa,South Africa,Furniture,Home,2199,396,9
2019-10-01,Africa,South Africa,Furniture,Office,1372,302,5
2019-11-01,North America,United States,Electronics,Phones,66146,6615,441
2019-11-01,North America,United States,Electronics,Computers,45656,6848,228
2019-11-01,North America,United States,Clothing,Apparel,37652,11296,837
2019-11-01,North America,United States,Clothing,Accessories,18126,3625,604
2019-11-01,North America,United States,Furniture,Home,29181,5253,117
2019-11-01,North America,United States,Furniture,Office,19852,4367,66
2019-11-01,North America,Canada,Electronics,Phones,22721,2272,151
2019-11-01,North America,Canada,Electronics,Computers,14295,2144,71
2019-11-01,North America,Canada,Clothing,Apparel,15311,4593,340
2019-11-01,North America,Canada,Clothing,Accessories,6217,1243,207
2019-11-01,North America,Canada,Furniture,Home,11563,2081,46
2019-11-01,North America,Canada,Furniture,Office,6398,1408,21
2019-11-01,South America,Brazil,Electronics,Phones,19868,1987,132
2019-11-01,South America,Brazil,Electronics,Computers,11992,1799,60
2019-11-01,South America,Brazil,Clothing,Apparel,13148,3944,292
2019-11-01,South America,Brazil,Clothing,Accessories,5638,1128,188
2019-11-01,South America,Brazil,Furniture,Home,9428,1697,38
2019-11-01,South America,Brazil,Furniture,Office,5355,1178,18
2019-11-01,Europe,United Kingdom,Electronics,Phones,39439,3944,263
2019-11-01,Europe,United Kingdom,Electronics,Computers,24972,3746,125
2019-11-01,Europe,United Kingdom,Clothing,Apparel,28013,8404,623
2019-11-01,Europe,United Kingdom,Clothing,Accessories,9987,1997,333
2019-11-01,Europe,United Kingdom,Furniture,Home,16584,2985,66
2019-11-01,Europe,United Kingdom,Furniture,Office,12041,2649,40
2019-11-01,Europe,Germany,Electronics,Phones,31854,3185,212
2019-11-01,Europe,Germany,Electronics,Computers,20507,3076,103
2019-11-01,Europe,Germany,Clothing,Apparel,20317,6095,451
2019-11-01,Europe,Germany,Clothing,Accessories,9308,1862,310
2019-11-01,Europe,Germany,Furniture,Home,15638,2815,63
2019-11-01,Europe,Germany,Furniture,Office,11286,2483,38
2019-11-01,Europe,France,Electronics,Phones,28664,2866,191
2019-11-01,Europe,France,Electronics,Computers,17841,2676,89
2019-11-01,Europe,France,Clothing,Apparel,22521,6756,500
2019-11-01,Europe,France,Clothing,Accessories,9953,1991,332
2019-11-01,Europe,France,Furniture,Home,13738,2473,55
2019-11-01,Europe,France,Furniture,Office,9775,2150,33
2019-11-01,Asia,Japan,Electronics,Phones,46172,4617,308
2019-11-01,Asia,Japan,Electronics,Computers,27391,4109,137
2019-11-01,Asia,Japan,Clothing,Apparel,26332,7900,585
2019-11-01,Asia,Japan,Clothing,Accessories,12547,2509,418
2019-11-01,Asia,Japan,Furniture,Home,19774,3559,79
2019-11-01,Asia,Japan,Furniture,Office,12373,2722,41
2019-11-01,Asia,China,Electronics,Phones,52762,5276,352
2019-11-01,Asia,China,Electronics,Computers,33057,4959,165
2019-11-01,Asia,China,Clothing,Apparel,33899,10170,753
2019-11-01,Asia,China,Clothing,Accessories,15312,3062,510
2019-11-01,Asia,China,Furniture,Home,23909,4304,96
2019-11-01,Asia,China,Furniture,Office,14927,3284,50
2019-11-01,Asia,India,Electronics,Phones,14926,1493,100
2019-11-01,Asia,India,Electronics,Computers,10439,1566,52
2019-11-01,Asia,India,Clothing,Apparel,10365,3110,230
2019-11-01,Asia,India,Clothing,Accessories,4495,899,150
2019-11-01,Asia,India,Furniture,Home,6985,1257,28
2019-11-01,Asia,India,Furniture,Office,4829,1062,16
2019-11-01,Africa,South Africa,Electronics,Phones,7326,733,49
2019-11-01,Africa,South Africa,Electronics,Computers,4321,648,22
2019-11-01,Africa,South Africa,Clothing,Apparel,4309,1293,96
2019-11-01,Africa,South Africa,Clothing,Accessories,1658,332,55
2019-11-01,Africa,South Africa,Furniture,Home,2550,459,10
2019-11-01,Africa,South Africa,Furniture,Office,1872,412,6
2019-12-01,North America,United States,Electronics,Phones,83029,8303,554
2019-12-01,North America,United States,Electronics,Computers,48541,7281,243
2019-12-01,North America,United States,Clothing,Apparel,47479,14244,1055
2019-12-01,North America,United States,Clothing,Accessories,21078,4216,703
2019-12-01,North America,United States,Furniture,Home,32233,5802,129
2019-12-01,North America,United States,Furniture,Office,22048,4851,73
2019-12-01,North America,Canada,Electronics,Phones,23503,2350,157
2019-12-01,North America,Canada,Electronics,Computers,17615,2642,88
2019-12-01,North America,Canada,Clothing,Apparel,17278,5183,384
2019-12-01,North America,Canada,Clothing,Accessories,6533,1307,218
2019-12-01,North America,Canada,Furniture,Home,12425,2236,50
2019-12-01,North America,Canada,Furniture,Office,7597,1671,25
2019-12-01,South America,Brazil,Electronics,Phones,24203,2420,161
2019-12-01,South America,Brazil,Electronics,Computers,14538,2181,73
2019-12-01,South America,Brazil,Clothing,Apparel,14060,4218,312
2019-12-01,South America,Brazil,Clothing,Accessories,6420,1284,214
2019-12-01,South America,Brazil,Furniture,Home,10569,1902,42
2019-12-01,South America,Brazil,Furniture,Office,6223,1369,21
2019-12-01,Europe,United Kingdom,Electronics,Phones,44803,4480,299
2019-12-01,Europe,United Kingdom,Electronics,Computers,32982,4947,165
2019-12-01,Europe,United Kingdom,Clothing,Apparel,31539,9462,701
2019-12-01,Europe,United Kingdom,Clothing,Accessories,12887,2577,430
2019-12-01,Europe,United Kingdom,Furniture,Home,21362,3845,85
2019-12-01,Europe,United Kingdom,Furniture,Office,13372,2942,45
2019-12-01,Europe,Germany,Electronics,Phones,38667,3867,258
2019-12-01,Europe,Germany,Electronics,Computers,27266,4090,136
2019-12-01,Europe,Germany,Clothing,Apparel,21909,6573,487
2019-12-01,Europe,Germany,Clothing,Accessories,10127,2025,338
2019-12-01,Europe,Germany,Furniture,Home,18344,3302,73
2019-12-01,Europe,Germany,Furniture,Office,11058,2433,37
2019-12-01,Europe,France,Electronics,Phones,36338,3634,242
2019-12-01,Europe,France,Electronics,Computers,23795,3569,119
2019-12-01,Europe,France,Clothing,Apparel,25911,7773,576
2019-12-01,Europe,France,Clothing,Accessories,11161,2232,372
2019-12-01,Europe,France,Furniture,Home,18671,3361,75
2019-12-01,Europe,France,Furniture,Office,10739,2363,36
2019-12-01,Asia,Japan,Electronics,Phones,53501,5350,357
2019-12-01,Asia,Japan,Electronics,Computers,36735,5510,184
2019-12-01,Asia,Japan,Clothing,Apparel,30631,9189,681
2019-12-01,Asia,Japan,Clothing,Accessories,13862,2772,462
2019-12-01,Asia,Japan,Furniture,Home,22733,4092,91
2019-12-01,Asia,Japan,Furniture,Office,15994,3519,53
2019-12-01,Asia,China,Electronics,Phones,60827,6083,406
2019-12-01,Asia,China,Electronics,Computers,39584,5938,198
2019-12-01,Asia,China,Clothing,Apparel,41444,12433,921
2019-12-01,Asia,China,Clothing,Accessories,17555,3511,585
2019-12-01,Asia,China,Furniture,Home,29851,5373,119
2019-12-01,Asia,China,Furniture,Office,18052,3971,60
2019-12-01,Asia,India,Electronics,Phones,19924,1992,133
2019-12-01,Asia,India,Electronics,Computers,13299,1995,66
2019-12-01,Asia,India,Clothing,Apparel,11706,3512,260
2019-12-01,Asia,India,Clothing,Accessories,4693,939,156
2019-12-01,Asia,India,Furniture,Home,7962,1433,32
2019-12-01,Asia,India,Furniture,Office,5619,1236,19
2019-12-01,Africa,South Africa,Electronics,Phones,8506,851,57
2019-12-01,Africa,South Africa,Electronics,Computers,5185,778,26
2019-12-01,Africa,South Africa,Clothing,Apparel,4918,1475,109
2019-12-01,Africa,South Africa,Clothing,Accessories,2172,434,72
2019-12-01,Africa,South Africa,Furniture,Home,3168,570,13
2019-12-01,Africa,South Africa,Furniture,Office,2202,484,7
2020-01-01,North America,United States,Electronics,Phones,42841,4284,286
2020-01-01,North America,United States,Electronics,Computers,26158,3924,131
2020-01-01,North America,United States,Clothing,Apparel,26613,7984,591
2020-01-01,North America,United States,Clothing,Accessories,10663,2133,355
2020-01-01,North America,United States,Furniture,Home,18873,3397,75
2020-01-01,North America,United States,Furniture,Office,13431,2955,45
2020-01-01,North America,Canada,Electronics,Phones,15250,1525,102
2020-01-01,North America,Canada,Electronics,Computers,9553,1433,48
2020-01-01,North America,Canada,Clothing,Apparel,9922,2977,220
2020-01-01,North America,Canada,Clothing,Accessories,3898,780,130
2020-01-01,North America,Canada,Furniture,Home,6937,1249,28
2020-01-01,North America,Canada,Furniture,Office,4293,944,14
2020-01-01,South America,Brazil,Electronics,Phones,11300,1130,75
2020-01-01,South America,Brazil,Electronics,Computers,7920,1188,40
2020-01-01,South America,Brazil,Clothing,Apparel,7760,2328,172
2020-01-01,South America,Brazil,Clothing,Accessories,3386,677,113
2020-01-01,South America,Brazil,Furniture,Home,5751,1035,23
2020-01-01,South America,Brazil,Furniture,Office,3648,803,12
2020-01-01,Europe,United Kingdom,Electronics,Phones,26282,2628,175
2020-01-01,Europe,United Kingdom,Electronics,Computers,17833,2675,89
2020-01-01,Europe,United Kingdom,Clothing,Apparel,15535,4660,345
2020-01-01,Europe,United Kingdom,Clothing,Accessories,7439,1488,248
2020-01-01,Europe,United Kingdom,Furniture,Home,11815,2127,47
2020-01-01,Europe,United Kingdom,Furniture,Office,7453,1640,25
2020-01-01,Europe,Germany,Electronics,Phones,18634,1863,124
2020-01-01,Europe,Germany,Electronics,Computers,12752,1913,64
2020-01-01,Europe,Germany,Clothing,Apparel,13426,4028,298
2020-01-01,Europe,Germany,Clothing,Accessories,5231,1046,174
2020-01-01,Europe,Germany,Furniture,Home,10517,1893,42
2020-01-01,Europe,Germany,Furniture,Office,6225,1370,21
2020-01-01,Europe,France,Electronics,Phones,17579,1758,117
2020-01-01,Europe,France,Electronics,Computers,11631,1745,58
2020-01-01,Europe,France,Clothing,Apparel,15252,4576,339
2020-01-01,Europe,France,Clothing,Accessories,6354,1271,212
2020-01-01,Europe,France,Furniture,Home,9072,1633,36
2020-01-01,Europe,France,Furniture,Office,6626,1458,22
2020-01-01,Asia,Japan,Electronics,Phones,26229,2623,175
2020-01-01,Asia,Japan,Electronics,Computers,20502,3075,103
2020-01-01,Asia,Japan,Clothing,Apparel,16732,5020,372
2020-01-01,Asia,Japan,Clothing,Accessories,8364,1673,279
2020-01-01,Asia,Japan,Furniture,Home,12828,2309,51
2020-01-01,Asia,Japan,Furniture,Office,8757,1927,29
2020-01-01,Asia,China,Electronics,Phones,35006,3501,233
2020-01-01,Asia,China,Electronics,Computers,22531,3380,113
2020-01-01,Asia,China,Clothing,Apparel,19684,5905,437
2020-01-01,Asia,China,Clothing,Accessories,9409,1882,314
2020-01-01,Asia,China,Furniture,Home,16512,2972,66
2020-01-01,Asia,China,Furniture,Office,9946,2188,33
2020-01-01,Asia,India,Electronics,Phones,10346,1035,69
2020-01-01,Asia,India,Electronics,Computers,7247,1087,36
2020-01-01,Asia,India,Clothing,Apparel,6346,1904,141
2020-01-01,Asia,India,Clothing,Accessories,3036,607,101
2020-01-01,Asia,India,Furniture,Home,4875,878,20
2020-01-01,Asia,India,Furniture,Office,2857,629,10
2020-01-01,Africa,South Africa,Electronics,Phones,4498,450,30
2020-01-01,Africa,South Africa,Electronics,Computers,2679,402,13
2020-01-01,Africa,South Africa,Clothing,Apparel,2468,740,55
2020-01-01,Africa,South Africa,Clothing,Accessories,1140,228,38
2020-01-01,Africa,South Africa,Furniture,Home,1763,317,7
2020-01-01,Africa,South Africa,Furniture,Office,1195,263,4
2020-02-01,North America,United States,Electronics,Phones,41708,4171,278
2020-02-01,North America,United States,Electronics,Computers,28230,4234,141
2020-02-01,North America,United States,Clothing,Apparel,25341,7602,563
2020-02-01,North America,United States,Clothing,Accessories,10742,2148,358
2020-02-01,North America,United States,Furniture,Home,19190,3454,77
2020-02-01,North America,United States,Furniture,Office,12286,2703,41
2020-02-01,North America,Canada,Electronics,Phones,13312,1331,89
2020-02-01,North America,Canada,Electronics,Computers,9175,1376,46
2020-02-01,North America,Canada,Clothing,Apparel,9312,2794,207
2020-02-01,North America,Canada,Clothing,Accessories,3501,700,117
2020-02-01,North America,Canada,Furniture,Home,5856,1054,23
2020-02-01,North America,Canada,Furniture,Office,4326,952,14
2020-02-01,South America,Brazil,Electronics,Phones,10758,1076,72
2020-02-01,South America,Brazil,Electronics,Computers,7152,1073,36
2020-02-01,South America,Brazil,Clothing,Apparel,7324,2197,163
2020-02-01,South America,Brazil,Clothing,Accessories,3053,611,102
2020-02-01,South America,Brazil,Furniture,Home,5142,926,21
2020-02-01,South America,Brazil,Furniture,Office,3517,774,12
2020-02-01,Europe,United Kingdom,Electronics,Phones,21738,2174,145
2020-02-01,Europe,United Kingdom,Electronics,Computers,15913,2387,80
2020-02-01,Europe,United Kingdom,Clothing,Apparel,14470,4341,322
2020-02-01,Europe,United Kingdom,Clothing,Accessories,6300,1260,210
2020-02-01,Europe,United Kingdom,Furniture,Home,10871,1957,43
2020-02-01,Europe,United Kingdom,Furniture,Office,6475,1424,22
2020-02-01,Europe,Germany,Electronics,Phones,17965,1796,120
2020-02-01,Europe,Germany,Electronics,Computers,12411,1862,62
2020-02-01,Europe,Germany,Clothing,Apparel,11079,3324,246
2020-02-01,Europe,Germany,Clothing,Accessories,5668,1134,189
2020-02-01,Europe,Germany,Furniture,Home,9607,1729,38
2020-02-01,Europe,Germany,Furniture,Office,6463,1422,22
2020-02-01,Europe,France,Electronics,Phones,17183,1718,115
2020-02-01,Europe,France,Electronics,Computers,11644,1747,58
2020-02-01,Europe,France,Clothing,Apparel,13010,3903,289
2020-02-01,Europe,France,Clothing,Accessories,6064,1213,202
2020-02-01,Europe,France,Furniture,Home,8545,1538,34
2020-02-01,Europe,France,Furniture,Office,5581,1228,19
2020-02-01,Asia,Japan,Electronics,Phones,25412,2541,169
2020-02-01,Asia,Japan,Electronics,Computers,16523,2478,83
2020-02-01,Asia,Japan,Clothing,Apparel,17059,5118,379
2020-02-01,Asia,Japan,Clothing,Accessories,7181,1436,239
2020-02-01,Asia,Japan,Furniture,Home,11562,2081,46
2020-02-01,Asia,Japan,Furniture,Office,7027,1546,23
2020-02-01,Asia,China,Electronics,Phones,29555,2956,197
2020-02-01,Asia,China,Electronics,Computers,19671,2951,98
2020-02-01,Asia,China,Clothing,Apparel,18821,5646,418
2020-02-01,Asia,China,Clothing,Accessories,8114,1623,270
2020-02-01,Asia,China,Furniture,Home,13784,2481,55
2020-02-01,Asia,China,Furniture,Office,10230,2251,34
2020-02-01,Asia,India,Electronics,Phones,9447,945,63
2020-02-01,Asia,India,Electronics,Computers,6882,1032,34
2020-02-01,Asia,India,Clothing,Apparel,6480,1944,144
2020-02-01,Asia,India,Clothing,Accessories,2859,572,95
2020-02-01,Asia,India,Furniture,Home,3763,677,15
2020-02-01,Asia,India,Furniture,Office,2876,633,10
2020-02-01,Africa,South Africa,Electronics,Phones,4128,413,28
2020-02-01,Africa,South Africa,Electronics,Computers,3007,451,15
2020-02-01,Africa,South Africa,Clothing,Apparel,2490,747,55
2020-02-01,Africa,South Africa,Clothing,Accessories,1069,214,36
2020-02-01,Africa,South Africa,Furniture,Home,1709,308,7
2020-02-01,Africa,South Africa,Furniture,Office,1081,238,4
2020-03-01,North America,United States,Electronics,Phones,42754,4275,285
2020-03-01,North America,United States,Electronics,Computers,32021,4803,160
2020-03-01,North America,United States,Clothing,Apparel,30046,9014,668
2020-03-01,North America,United States,Clothing,Accessories,11555,2311,385
2020-03-01,North America,United States,Furniture,Home,20860,3755,83
2020-03-01,North America,United States,Furniture,Office,13196,2903,44
2020-03-01,North America,Canada,Electronics,Phones,15997,1600,107
2020-03-01,North America,Canada,Electronics,Computers,10489,1573,52
2020-03-01,North America,Canada,Clothing,Apparel,9415,2824,209
2020-03-01,North America,Canada,Clothing,Accessories,4389,878,146
2020-03-01,North America,Canada,Furniture,Home,7018,1263,28
2020-03-01,North America,Canada,Furniture,Office,4298,946,14
2020-03-01,South America,Brazil,Electronics,Phones,14043,1404,94
2020-03-01,South America,Brazil,Electronics,Computers,8138,1221,41
2020-03-01,South America,Brazil,Clothing,Apparel,8300,2490,184
2020-03-01,South America,Brazil,Clothing,Accessories,3865,773,129
2020-03-01,South America,Brazil,Furniture,Home,5519,993,22
2020-03-01,South America,Brazil,Furniture,Office,4301,946,14
2020-03-01,Europe,United Kingdom,Electronics,Phones,26807,2681,179
2020-03-01,Europe,United Kingdom,Electronics,Computers,15989,2398,80
2020-03-01,Europe,United Kingdom,Clothing,Apparel,15746,4724,350
2020-03-01,Europe,United Kingdom,Clothing,Accessories,7642,1528,255
2020-03-01,Europe,United Kingdom,Furniture,Home,12472,2245,50
2020-03-01,Europe,United Kingdom,Furniture,Office,8458,1861,28
2020-03-01,Europe,Germany,Electronics,Phones,21544,2154,144
2020-03-01,Europe,Germany,Electronics,Computers,13428,2014,67
2020-03-01,Europe,Germany,Clothing,Apparel,13900,4170,309
2020-03-01,Europe,Germany,Clothing,Accessories,6152,1230,205
2020-03-01,Europe,Germany,Furniture,Home,11656,2098,47
2020-03-01,Europe,Germany,Furniture,Office,7485,1647,25
2020-03-01,Europe,France,Electronics,Phones,20082,2008,134
2020-03-01,Europe,France,Electronics,Computers,14151,2123,71
2020-03-01,Europe,France,Clothing,Apparel,15924,4777,354
2020-03-01,Europe,France,Clothing,Accessories,6053,1211,202
2020-03-01,Europe,France,Furniture,Home,9969,1794,40
2020-03-01,Europe,France,Furniture,Office,6475,1424,22
2020-03-01,Asia,Japan,Electronics,Phones,28208,2821,188
2020-03-01,Asia,Japan,Electronics,Computers,18669,2800,93
2020-03-01,Asia,Japan,Clothing,Apparel,20450,6135,454
2020-03-01,Asia,Japan,Clothing,Accessories,8373,1675,279
2020-03-01,Asia,Japan,Furniture,Home,13202,2376,53
2020-03-01,Asia,Japan,Furniture,Office,8199,1804,27
2020-03-01,Asia,China,Electronics,Phones,33761,3376,225
2020-03-01,Asia,China,Electronics,Computers,23120,3468,116
2020-03-01,Asia,China,Clothing,Apparel,22647,6794,503
2020-03-01,Asia,China,Clothing,Accessories,9333,1867,311
2020-03-01,Asia,China,Furniture,Home,14955,2692,60
2020-03-01,Asia,China,Furniture,Office,11419,2512,38
2020-03-01,Asia,India,Electronics,Phones,10716,1072,71
2020-03-01,Asia,India,Electronics,Computers,7295,1094,36
2020-03-01,Asia,India,Clothing,Apparel,7061,2118,157
2020-03-01,Asia,India,Clothing,Accessories,3107,621,104
2020-03-01,Asia,India,Furniture,Home,4811,866,19
2020-03-01,Asia,India,Furniture,Office,3280,722,11
2020-03-01,Africa,South Africa,Electronics,Phones,4326,433,29
2020-03-01,Africa,South Africa,Electronics,Computers,3423,513,17
2020-03-01,Africa,South Africa,Clothing,Apparel,2542,763,56
2020-03-01,Africa,South Africa,Clothing,Accessories,1250,250,42
2020-03-01,Africa,South Africa,Furniture,Home,1703,307,7
2020-03-01,Africa,South Africa,Furniture,Office,1085,239,4
2020-04-01,North America,United States,Electronics,Phones,49442,4944,330
2020-04-01,North America,United States,Electronics,Computers,30910,4636,155
2020-04-01,North America,United States,Clothing,Apparel,28601,8580,636
2020-04-01,North America,United States,Clothing,Accessories,12923,2585,431
2020-04-01,North America,United States,Furniture,Home,21796,3923,87
2020-04-01,North America,United States,Furniture,Office,14705,3235,49
2020-04-01,North America,Canada,Electronics,Phones,14512,1451,97
2020-04-01,North America,Canada,Electronics,Computers,10206,1531,51
2020-04-01,North America,Canada,Clothing,Apparel,10833,3250,241
2020-04-01,North America,Canada,Clothing,Accessories,4422,884,147
2020-04-01,North America,Canada,Furniture,Home,8203,1477,33
2020-04-01,North America,Canada,Furniture,Office,4652,1023,16
2020-04-01,South America,Brazil,Electronics,Phones,14261,1426,95
2020-04-01,South America,Brazil,Electronics,Computers,9942,1491,50
2020-04-01,South America,Brazil,Clothing,Apparel,9281,2784,206
2020-04-01,South America,Brazil,Clothing,Accessories,3928,786,131
2020-04-01,South America,Brazil,Furniture,Home,6101,1098,24
2020-04-01,South America,Brazil,Furniture,Office,4549,1001,15
2020-04-01,Europe,United Kingdom,Electronics,Phones,28472,2847,190
2020-04-01,Europe,United Kingdom,Electronics,Computers,18987,2848,95
2020-04-01,Europe,United Kingdom,Clothing,Apparel,16883,5065,375
2020-04-01,Europe,United Kingdom,Clothing,Accessories,7050,1410,235
2020-04-01,Europe,United Kingdom,Furniture,Home,12762,2297,51
2020-04-01,Europe,United Kingdom,Furniture,Office,8409,1850,28
2020-04-01,Europe,Germany,Electronics,Phones,25233,2523,168
2020-04-01,Europe,Germany,Electronics,Computers,14838,2226,74
2020-04-01,Europe,Germany,Clothing,Apparel,15332,4600,341
2020-04-01,Europe,Germany,Clothing,Accessories,6765,1353,226
2020-04-01,Europe,Germany,Furniture,Home,10916,1965,44
2020-04-01,Europe,Germany,Furniture,Office,7381,1624,25
2020-04-01,Europe,France,Electronics,Phones,21261,2126,142
2020-04-01,Europe,France,Electronics,Computers,13807,2071,69
2020-04-01,Europe,France,Clothing,Apparel,14978,4493,333
2020-04-01,Europe,France,Clothing,Accessories,6502,1300,217
2020-04-01,Europe,France,Furniture,Home,11355,2044,45
2020-04-01,Europe,France,Furniture,Office,6661,1465,22
2020-04-01,Asia,Japan,Electronics,Phones,30478,3048,203
2020-04-01,Asia,Japan,Electronics,Computers,23002,3450,115
2020-04-01,Asia,Japan,Clothing,Apparel,21890,6567,486
2020-04-01,Asia,Japan,Clothing,Accessories,9380,1876,313
2020-04-01,Asia,Japan,Furniture,Home,14963,2693,60
2020-04-01,Asia,Japan,Furniture,Office,10089,2220,34
2020-04-01,Asia,China,Electronics,Phones,37270,3727,248
2020-04-01,Asia,China,Electronics,Computers,25289,3793,126
2020-04-01,Asia,China,Clothing,Apparel,22392,6718,498
2020-04-01,Asia,China,Clothing,Accessories,9149,1830,305
2020-04-01,Asia,China,Furniture,Home,16120,2902,64
2020-04-01,Asia,China,Furniture,Office,12213,2687,41
2020-04-01,Asia,India,Electronics,Phones,11239,1124,75
2020-04-01,Asia,India,Electronics,Computers,7258,1089,36
2020-04-01,Asia,India,Clothing,Apparel,6760,2028,150
2020-04-01,Asia,India,Clothing,Accessories,3227,645,108
2020-04-01,Asia,India,Furniture,Home,4607,829,18
2020-04-01,Asia,India,Furniture,Office,3419,752,11
2020-04-01,Africa,South Africa,Electronics,Phones,5409,541,36
2020-04-01,Africa,South Africa,Electronics,Computers,3217,483,16
2020-04-01,Africa,South Africa,Clothing,Apparel,2893,868,64
2020-04-01,Africa,South Africa,Clothing,Accessories,1281,256,43
2020-04-01,Africa,South Africa,Furniture,Home,1805,325,7
2020-04-01,Africa,South Africa,Furniture,Office,1273,280,4
2020-05-01,North America,United States,Electronics,Phones,50209,5021,335
2020-05-01,North America,United States,Electronics,Computers,32144,4822,161
2020-05-01,North America,United States,Clothing,Apparel,29704,8911,660
2020-05-01,North America,United States,Clothing,Accessories,13026,2605,434
2020-05-01,North America,United States,Furniture,Home,20837,3751,83
2020-05-01,North America,United States,Furniture,Office,14636,3220,49
2020-05-01,North America,Canada,Electronics,Phones,15600,1560,104
2020-05-01,North America,Canada,Electronics,Computers,11541,1731,58
2020-05-01,North America,Canada,Clothing,Apparel,10655,3196,237
2020-05-01,North America,Canada,Clothing,Accessories,4940,988,165
2020-05-01,North America,Canada,Furniture,Home,7349,1323,29
2020-05-01,North America,Canada,Furniture,Office,5533,1217,18
2020-05-01,South America,Brazil,Electronics,Phones,15636,1564,104
2020-05-01,South America,Brazil,Electronics,Computers,9620,1443,48
2020-05-01,South America,Brazil,Clothing,Apparel,8990,2697,200
2020-05-01,South America,Brazil,Clothing,Accessories,3810,762,127
2020-05-01,South America,Brazil,Furniture,Home,6676,1202,27
2020-05-01,South America,Brazil,Furniture,Office,4120,906,14
2020-05-01,Europe,United Kingdom,Electronics,Phones,30370,3037,202
2020-05-01,Europe,United Kingdom,Electronics,Computers,21179,3177,106
2020-05-01,Europe,United Kingdom,Clothing,Apparel,20656,6197,459
2020-05-01,Europe,United Kingdom,Clothing,Accessories,7665,1533,256
2020-05-01,Europe,United Kingdom,Furniture,Home,13318,2397,53
2020-05-01,Europe,United Kingdom,Furniture,Office,8393,1846,28
2020-05-01,Europe,Germany,Electronics,Phones,26338,2634,176
2020-05-01,Europe,Germany,Electronics,Computers,14919,2238,75
2020-05-01,Europe,Germany,Clothing,Apparel,14109,4233,314
2020-05-01,Europe,Germany,Clothing,Accessories,5972,1194,199
2020-05-01,Europe,Germany,Furniture,Home,11911,2144,48
2020-05-01,Europe,Germany,Furniture,Office,7186,1581,24
2020-05-01,Europe,France,Electronics,Phones,22163,2216,148
2020-05-01,Europe,France,Electronics,Computers,14261,2139,71
2020-05-01,Europe,France,Clothing,Apparel,17266,5180,384
2020-05-01,Europe,France,Clothing,Accessories,7859,1572,262
2020-05-01,Europe,France,Furniture,Home,11349,2043,45
2020-05-01,Europe,France,Furniture,Office,7554,1662,25
2020-05-01,Asia,Japan,Electronics,Phones,37788,3779,252
2020-05-01,Asia,Japan,Electronics,Computers,22779,3417,114
2020-05-01,Asia,Japan,Clothing,Apparel,22774,6832,506
2020-05-01,Asia,Japan,Clothing,Accessories,9003,1801,300
2020-05-01,Asia,Japan,Furniture,Home,13733,2472,55
2020-05-01,Asia,Japan,Furniture,Office,10219,2248,34
2020-05-01,Asia,China,Electronics,Phones,41497,4150,277
2020-05-01,Asia,China,Electronics,Computers,25327,3799,127
2020-05-01,Asia,China,Clothing,Apparel,24495,7348,544
2020-05-01,Asia,China,Clothing,Accessories,10595,2119,353
2020-05-01,Asia,China,Furniture,Home,18120,3262,72
2020-05-01,Asia,China,Furniture,Office,12340,2715,41
2020-05-01,Asia,India,Electronics,Phones,12281,1228,82
2020-05-01,Asia,India,Electronics,Computers,8481,1272,42
2020-05-01,Asia,India,Clothing,Apparel,8182,2455,182
2020-05-01,Asia,India,Clothing,Accessories,3379,676,113
2020-05-01,Asia,India,Furniture,Home,4933,888,20
2020-05-01,Asia,India,Furniture,Office,3534,777,12
2020-05-01,Africa,South Africa,Electronics,Phones,5229,523,35
2020-05-01,Africa,South Africa,Electronics,Computers,3298,495,16
2020-05-01,Africa,South Africa,Clothing,Apparel,3360,1008,75
2020-05-01,Africa,South Africa,Clothing,Accessories,1364,273,45
2020-05-01,Africa,South Africa,Furniture,Home,2168,390,9
2020-05-01,Africa,South Africa,Furniture,Office,1384,304,5
2020-06-01,North America,United States,Electronics,Phones,46796,4680,312
2020-06-01,North America,United States,Electronics,Computers,30416,4562,152
2020-06-01,North America,United States,Clothing,Apparel,27571,8271,613
2020-06-01,North America,United States,Clothing,Accessories,12489,2498,416
2020-06-01,North America,United States,Furniture,Home,19995,3599,80
2020-06-01,North America,United States,Furniture,Office,14225,3130,47
2020-06-01,North America,Canada,Electronics,Phones,14219,1422,95
2020-06-01,North America,Canada,Electronics,Computers,9822,1473,49
2020-06-01,North America,Canada,Clothing,Apparel,11059,3318,246
2020-06-01,North America,Canada,Clothing,Accessories,4260,852,142
